"TOT Industry, total","All Denmark","Women","Enrolled in education","H10 Primary education","55-59 years",136,203,241,259,288,306,292,192,173,175,193,256,268,233
"TOT Industry, total","All Denmark","Women","Enrolled in education","H10 Primary education","60-64 years",16,13,23,21,31,34,42,33,26,24,53,52,84,57
"TOT Industry, total","All Denmark","Women","Enrolled in education","H10 Primary education","65-69 years",2,0,1,2,2,1,2,2,1,1,0,1,5,5
"TOT Industry, total","All Denmark","Women","Enrolled in education","H20 Upper secondary education","15-19 years",3879,4438,4989,5223,5480,5517,4847,4566,3821,3623,3268,3739,3816,3257
"TOT Industry, total","All Denmark","Women","Enrolled in education","H20 Upper secondary education","20-24 years",51618,54550,58830,63018,65472,67109,68389,68049,67981,68328,68037,69324,68782,65612
"TOT Industry, total","All Denmark","Women","Enrolled in education","H20 Upper secondary education","25-29 years",13293,12654,12368,12464,12665,13134,13267,13256,13798,14704,15234,16579,16960,17409
"TOT Industry, total","All Denmark","Women","Enrolled in education","H20 Upper secondary education","30-34 years",3136,2928,2864,2844,2822,2770,2647,2606,2578,2572,2677,2766,2893,2895
"TOT Industry, total","All Denmark","Women","Enrolled in education","H20 Upper secondary education","35-39 years",1230,1191,1189,1198,1263,1239,1164,1091,1101,1090,1058,1095,1096,1087
"TOT Industry, total","All Denmark","Women","Enrolled in education","H20 Upper secondary education","40-44 years",708,653,647,622,607,593,590,532,499,519,532,525,588,597
"TOT Industry, total","All Denmark","Women","Enrolled in education","H20 Upper secondary education","45-49 years",340,375,393,381,405,341,319,295,285,293,318,334,329,287
"TOT Industry, total","All Denmark","Women","Enrolled in education","H20 Upper secondary education","50-54 years",144,113,126,170,217,210,211,177,175,174,185,206,183,184
"TOT Industry, total","All Denmark","Women","Enrolled in education","H20 Upper secondary education","55-59 years",61,60,53,48,53,66,74,61,60,57,66,87,98,104
"TOT Industry, total","All Denmark","Women","Enrolled in education","H20 Upper secondary education","60-64 years",26,17,24,17,19,14,14,16,18,22,17,13,16,31
"TOT Industry, total","All Denmark","Women","Enrolled in education","H20 Upper secondary education","65-69 years",18,12,11,12,11,6,3,4,1,4,5,3,1,1
"TOT Industry, total","All Denmark","Women","Enrolled in education","H30 Vocational Education and Training (VET)","15-19 years",427,220,129,111,129,91,126,121,74,111,82,80,98,645
"TOT Industry, total","All Denmark","Women","Enrolled in education","H30 Vocational Education and Training (VET)","20-24 years",3174,3390,3544,3865,4122,4218,4171,3993,3760,3712,3432,2813,2449,3335
"TOT Industry, total","All Denmark","Women","Enrolled in education","H30 Vocational Education and Training (VET)","25-29 years",4124,4366,4709,5102,5406,5600,5825,5809,5933,6135,6288,5980,5426,5125
"TOT Industry, total","All Denmark","Women","Enrolled in education","H30 Vocational Education and Training (VET)","30-34 years",3600,3677,3691,3841,3840,3712,3657,3441,3547,3646,4169,4220,4105,3883
"TOT Industry, total","All Denmark","Women","Enrolled in education","H30 Vocational Education and Training (VET)","35-39 years",2819,2883,2912,3007,3068,3000,2927,2757,2483,2485,2601,2508,2662,2563
"TOT Industry, total","All Denmark","Women","Enrolled in education","H30 Vocational Education and Training (VET)","40-44 years",2185,2141,2054,2055,2194,2148,2125,1973,1854,1919,2049,1955,1902,1759
"TOT Industry, total","All Denmark","Women","Enrolled in education","H30 Vocational Education and Training (VET)","45-49 years",1293,1471,1481,1517,1654,1644,1514,1331,1261,1199,1294,1316,1419,1296
"TOT Industry, total","All Denmark","Women","Enrolled in education","H30 Vocational Education and Training (VET)","50-54 years",548,623,679,699,851,930,916,867,804,783,928,890,909,906
"TOT Industry, total","All Denmark","Women","Enrolled in education","H30 Vocational Education and Training (VET)","55-59 years",171,204,200,190,255,276,315,267,272,334,402,465,552,564
"TOT Industry, total","All Denmark","Women","Enrolled in education","H30 Vocational Education and Training (VET)","60-64 years",15,26,29,25,20,20,28,25,26,34,67,80,104,122
"TOT Industry, total","All Denmark","Women","Enrolled in education","H30 Vocational Education and Training (VET)","65-69 years",6,3,4,4,4,5,4,2,3,2,5,3,1,3
"TOT Industry, total","All Denmark","Women","Enrolled in education","H40 Short cycle higher education","15-19 years",3,1,1,7,9,16,72,39,58,30,22,57,56,38
"TOT Industry, total","All Denmark","Women","Enrolled in education","H40 Short cycle higher education","20-24 years",933,1361,1611,1907,2199,2415,2520,2804,2736,2721,2607,2419,2490,2110
"TOT Industry, total","All Denmark","Women","Enrolled in education","H40 Short cycle higher education","25-29 years",1063,1396,1631,1761,1778,1758,1805,1940,2084,2209,2268,2410,2377,2252
"TOT Industry, total","All Denmark","Women","Enrolled in education","H40 Short cycle higher education","30-34 years",571,617,656,699,741,714,670,668,723,739,766,747,769,785
"TOT Industry, total","All Denmark","Women","Enrolled in education","H40 Short cycle higher education","35-39 years",359,425,422,430,448,444,433,403,388,382,363,417,423,394
"TOT Industry, total","All Denmark","Women","Enrolled in education","H40 Short cycle higher education","40-44 years",218,228,259,276,281,287,279,277,273,268,276,259,273,290
"TOT Industry, total","All Denmark","Women","Enrolled in education","H40 Short cycle higher education","45-49 years",142,152,158,173,187,163,175,176,191,177,180,202,208,165
"TOT Industry, total","All Denmark","Women","Enrolled in education","H40 Short cycle higher education","50-54 years",93,98,100,91,83,92,97,92,81,92,102,106,126,130
"TOT Industry, total","All Denmark","Women","Enrolled in education","H40 Short cycle higher education","55-59 years",32,36,27,40,57,56,47,58,54,53,56,62,60,60
"TOT Industry, total","All Denmark","Women","Enrolled in education","H40 Short cycle higher education","60-64 years",3,6,4,5,7,8,10,12,10,7,10,19,12,21
"TOT Industry, total","All Denmark","Women","Enrolled in education","H40 Short cycle higher education","65-69 years",1,2,2,2,2,2,2,1,1,0,0,1,2,1
"TOT Industry, total","All Denmark","Women","Enrolled in education","H50 Vocational bachelors educations","15-19 years",2,3,8,4,9,21,83,49,31,9,4,22,51,41
"TOT Industry, total","All Denmark","Women","Enrolled in education","H50 Vocational bachelors educations","20-24 years",262,325,455,530,602,660,981,1108,1257,1124,922,1383,1418,1234
"TOT Industry, total","All Denmark","Women","Enrolled in education","H50 Vocational bachelors educations","25-29 years",1757,1989,2405,3003,3354,3557,3604,3762,3858,3899,3707,4101,4263,4202
"TOT Industry, total","All Denmark","Women","Enrolled in education","H50 Vocational bachelors educations","30-34 years",1828,1807,1886,2101,2164,2161,2200,2180,2106,2164,2093,2263,2456,2486
"TOT Industry, total","All Denmark","Women","Enrolled in education","H50 Vocational bachelors educations","35-39 years",1264,1334,1356,1389,1489,1538,1497,1366,1330,1323,1390,1446,1537,1522
"TOT Industry, total","All Denmark","Women","Enrolled in education","H50 Vocational bachelors educations","40-44 years",929,865,894,969,975,1005,996,893,840,800,849,974,1015,996
"TOT Industry, total","All Denmark","Women","Enrolled in education","H50 Vocational bachelors educations","45-49 years",631,618,642,721,670,665,644,564,483,472,514,590,687,637
"TOT Industry, total","All Denmark","Women","Enrolled in education","H50 Vocational bachelors educations","50-54 years",400,357,379,423,423,405,380,334,285,280,329,346,367,371
"TOT Industry, total","All Denmark","Women","Enrolled in education","H50 Vocational bachelors educations","55-59 years",205,181,205,216,168,153,168,167,145,136,158,184,201,191
"TOT Industry, total","All Denmark","Women","Enrolled in education","H50 Vocational bachelors educations","60-64 years",75,61,61,74,46,51,37,32,28,31,38,45,57,58
"TOT Industry, total","All Denmark","Women","Enrolled in education","H50 Vocational bachelors educations","65-69 years",34,24,24,26,18,19,11,10,7,3,6,6,7,7
"TOT Industry, total","All Denmark","Women","Enrolled in education","H60 Bachelors programs","15-19 years",2,1,1,3,0,5,0,1,0,1,0,2,1,1
"TOT Industry, total","All Denmark","Women","Enrolled in education","H60 Bachelors programs","20-24 years",6045,7236,7657,8534,9674,10426,10726,11402,11318,11628,10808,10698,10576,9993
"TOT Industry, total","All Denmark","Women","Enrolled in education","H60 Bachelors programs","25-29 years",11281,12433,13371,14037,14939,15955,16664,15097,14180,13884,13886,14647,14635,15335
"TOT Industry, total","All Denmark","Women","Enrolled in education","H60 Bachelors programs","30-34 years",2762,2608,2492,2387,2226,2217,2205,1937,1771,1664,1696,1772,1717,1764
"TOT Industry, total","All Denmark","Women","Enrolled in education","H60 Bachelors programs","35-39 years",937,883,893,860,840,835,730,605,579,549,524,490,529,486
"TOT Industry, total","All Denmark","Women","Enrolled in education","H60 Bachelors programs","40-44 years",439,389,392,405,372,348,353,327,304,304,314,283,259,243
"TOT Industry, total","All Denmark","Women","Enrolled in education","H60 Bachelors programs","45-49 years",269,270,268,274,270,243,210,161,148,137,129,154,145,144
"TOT Industry, total","All Denmark","Women","Enrolled in education","H60 Bachelors programs","50-54 years",139,141,145,121,130,134,128,121,105,100,79,87,84,77
"TOT Industry, total","All Denmark","Women","Enrolled in education","H60 Bachelors programs","55-59 years",81,68,51,58,46,57,51,49,45,41,47,52,52,54
"TOT Industry, total","All Denmark","Women","Enrolled in education","H60 Bachelors programs","60-64 years",42,37,41,33,31,23,19,17,10,13,11,15,13,18
"TOT Industry, total","All Denmark","Women","Enrolled in education","H60 Bachelors programs","65-69 years",40,28,38,23,19,18,18,6,4,6,5,6,3,4
"TOT Industry, total","All Denmark","Women","Enrolled in education","H70 Masters programs","15-19 years",0,0,1,1,2,1,1,1,6,2,2,1,4,14
"TOT Industry, total","All Denmark","Women","Enrolled in education","H70 Masters programs","20-24 years",39,69,67,64,57,62,165,224,406,316,97,99,171,198
"TOT Industry, total","All Denmark","Women","Enrolled in education","H70 Masters programs","25-29 years",1140,1329,1459,1554,1650,1649,1676,1767,1950,2073,1687,1687,1745,1780
"TOT Industry, total","All Denmark","Women","Enrolled in education","H70 Masters programs","30-34 years",1423,1552,1595,1743,1815,1836,1822,1800,1780,1823,1881,2002,2113,2205
"TOT Industry, total","All Denmark","Women","Enrolled in education","H70 Masters programs","35-39 years",825,931,999,1025,1073,1072,1091,1026,972,936,1012,1056,1134,1191
"TOT Industry, total","All Denmark","Women","Enrolled in education","H70 Masters programs","40-44 years",345,336,384,425,457,536,533,513,513,515,586,585,569,583
"TOT Industry, total","All Denmark","Women","Enrolled in education","H70 Masters programs","45-49 years",214,224,248,248,263,262,255,257,263,263,291,320,360,332
"TOT Industry, total","All Denmark","Women","Enrolled in education","H70 Masters programs","50-54 years",140,152,142,169,153,162,153,161,143,160,180,206,186,210
"TOT Industry, total","All Denmark","Women","Enrolled in education","H70 Masters programs","55-59 years",89,70,92,98,106,102,102,87,79,68,95,113,131,130
"TOT Industry, total","All Denmark","Women","Enrolled in education","H70 Masters programs","60-64 years",45,44,44,35,32,41,33,30,23,36,34,31,37,41
"TOT Industry, total","All Denmark","Women","Enrolled in education","H70 Masters programs","65-69 years",40,40,38,26,20,22,21,13,11,11,10,12,10,8
"TOT Industry, total","All Denmark","Women","Enrolled in education","H80 PhD programs","15-19 years",0,1,1,0,0,0,1,2,1,0,0,0,0,0
"TOT Industry, total","All Denmark","Women","Enrolled in education","H80 PhD programs","20-24 years",2,2,2,3,2,2,2,4,8,7,2,2,2,2
"TOT Industry, total","All Denmark","Women","Enrolled in education","H80 PhD programs","25-29 years",4,5,8,19,26,20,29,25,19,19,14,10,9,24
"TOT Industry, total","All Denmark","Women","Enrolled in education","H80 PhD programs","30-34 years",8,11,11,11,16,26,31,29,34,33,29,18,20,25
"TOT Industry, total","All Denmark","Women","Enrolled in education","H80 PhD programs","35-39 years",12,12,10,14,17,20,14,18,19,23,26,33,28,28
"TOT Industry, total","All Denmark","Women","Enrolled in education","H80 PhD programs","40-44 years",10,10,12,10,10,13,13,12,17,19,19,22,22,14
"TOT Industry, total","All Denmark","Women","Enrolled in education","H80 PhD programs","45-49 years",1,1,1,4,11,9,14,13,12,10,12,15,16,22
"TOT Industry, total","All Denmark","Women","Enrolled in education","H80 PhD programs","50-54 years",0,1,5,2,2,5,4,4,10,9,11,16,14,10
"TOT Industry, total","All Denmark","Women","Enrolled in education","H80 PhD programs","55-59 years",1,1,1,2,2,2,0,0,0,2,3,4,4,10
"TOT Industry, total","All Denmark","Women","Enrolled in education","H80 PhD programs","60-64 years",3,1,1,0,1,1,0,1,1,1,1,1,1,1
"TOT Industry, total","All Denmark","Women","Enrolled in education","H80 PhD programs","65-69 years",1,1,0,1,1,1,0,0,0,0,2,2,2,1
"TOT Industry, total","All Denmark","Women","Employed","H10 Primary education","15-19 years",8776,6473,5392,4760,4565,4496,4465,5102,5233,4822,4833,4416,4940,5371
"TOT Industry, total","All Denmark","Women","Employed","H10 Primary education","20-24 years",13007,11054,9351,8128,7430,7037,7074,7328,7819,7977,8246,7962,9088,8807
"TOT Industry, total","All Denmark","Women","Employed","H10 Primary education","25-29 years",10347,9239,8587,7832,7467,7026,6837,6734,6846,6893,6940,6631,7520,7746
"TOT Industry, total","All Denmark","Women","Employed","H10 Primary education","30-34 years",11871,10329,9022,8268,7846,7707,7509,7564,7711,7672,7625,7369,7959,7873
"TOT Industry, total","All Denmark","Women","Employed","H10 Primary education","35-39 years",16236,14629,13354,11884,10865,10049,9256,8887,8827,8807,8643,8335,8797,8789
"TOT Industry, total","All Denmark","Women","Employed","H10 Primary education","40-44 years",20403,18656,17110,15629,14877,14308,13453,12959,12204,11765,10930,9997,9866,9833
"TOT Industry, total","All Denmark","Women","Employed","H10 Primary education","45-49 years",26139,23922,22148,20407,19020,17822,16920,16063,15481,14909,14503,13639,13296,12487
"TOT Industry, total","All Denmark","Women","Employed","H10 Primary education","50-54 years",33701,31015,28036,26117,24587,22893,21270,20365,19407,18411,17188,16036,15625,15041
"TOT Industry, total","All Denmark","Women","Employed","H10 Primary education","55-59 years",31199,32024,32721,32085,31158,29517,27602,25645,24400,22967,21273,19393,18924,18032
"TOT Industry, total","All Denmark","Women","Employed","H10 Primary education","60-64 years",14955,14304,13370,12707,13245,15354,17505,19597,20160,20708,20935,19587,18626,18303
"TOT Industry, total","All Denmark","Women","Employed","H10 Primary education","65-69 years",5086,5203,5352,5438,5187,4882,4798,4405,4160,4373,5227,5914,6866,7133
"TOT Industry, total","All Denmark","Women","Employed","H20 Upper secondary education","15-19 years",8601,8585,8749,9095,9464,10166,10325,11368,11431,12468,13386,13929,14495,14757
"TOT Industry, total","All Denmark","Women","Employed","H20 Upper secondary education","20-24 years",18675,17575,16713,16876,17410,18985,21367,23304,26217,28182,30338,31528,33040,35983
"TOT Industry, total","All Denmark","Women","Employed","H20 Upper secondary education","25-29 years",5860,5392,5112,4853,4742,4643,4644,4789,5333,5745,6220,6177,6633,7338
"TOT Industry, total","All Denmark","Women","Employed","H20 Upper secondary education","30-34 years",6813,5974,5424,4997,4615,4433,4243,4250,4318,4532,4369,4252,4500,4717
"TOT Industry, total","All Denmark","Women","Employed","H20 Upper secondary education","35-39 years",8800,8662,8200,7463,6797,6081,5399,5087,4861,4674,4620,4286,4460,4506
"TOT Industry, total","All Denmark","Women","Employed","H20 Upper secondary education","40-44 years",10794,9994,9183,8642,8464,8338,8297,8041,7396,6836,6118,5480,5206,5065
"TOT Industry, total","All Denmark","Women","Employed","H20 Upper secondary education","45-49 years",9082,9988,10685,10842,10484,10026,9425,8922,8535,8374,8243,8042,7911,7390
"TOT Industry, total","All Denmark","Women","Employed","H20 Upper secondary education","50-54 years",5111,5487,5879,6495,7437,8333,9319,10080,10380,10142,9784,9055,8593,8326
"TOT Industry, total","All Denmark","Women","Employed","H20 Upper secondary education","55-59 years",3178,3398,3710,4000,4289,4693,5011,5454,6114,7036,7958,8699,9546,9972
"TOT Industry, total","All Denmark","Women","Employed","H20 Upper secondary education","60-64 years",1556,1599,1614,1755,1933,2146,2389,2716,3027,3305,3769,3974,4500,5180
"TOT Industry, total","All Denmark","Women","Employed","H20 Upper secondary education","65-69 years",441,529,619,650,658,640,658,702,742,814,900,1023,1195,1404
"TOT Industry, total","All Denmark","Women","Employed","H30 Vocational Education and Training (VET)","15-19 years",535,422,424,343,297,262,207,267,253,174,140,143,150,479
"TOT Industry, total","All Denmark","Women","Employed","H30 Vocational Education and Training (VET)","20-24 years",15278,14538,13500,13025,12918,12710,12279,12053,11656,10683,9232,8392,8539,9331
"TOT Industry, total","All Denmark","Women","Employed","H30 Vocational Education and Training (VET)","25-29 years",28939,26701,25349,24088,23436,23331,23181,23579,24180,24404,23496,22128,22310,21499
"TOT Industry, total","All Denmark","Women","Employed","H30 Vocational Education and Training (VET)","30-34 years",42454,39107,36001,33703,31420,29987,28887,28754,28717,28748,27994,27253,28005,28677
"TOT Industry, total","All Denmark","Women","Employed","H30 Vocational Education and Training (VET)","35-39 years",53665,51889,49520,46291,44424,42659,40478,38599,37267,35282,33354,31705,31727,31804
"TOT Industry, total","All Denmark","Women","Employed","H30 Vocational Education and Training (VET)","40-44 years",67494,63686,59572,56565,54699,53433,52302,51021,48532,46911,44848,42100,40751,39344
"TOT Industry, total","All Denmark","Women","Employed","H30 Vocational Education and Training (VET)","45-49 years",62419,65134,67607,68726,68061,66351,63400,60206,57841,56192,54448,52853,52075,49822
"TOT Industry, total","All Denmark","Women","Employed","H30 Vocational Education and Training (VET)","50-54 years",48362,50424,52419,54667,57575,60550,63752,67051,68700,68379,66237,62636,60133,57993
"TOT Industry, total","All Denmark","Women","Employed","H30 Vocational Education and Training (VET)","55-59 years",47732,44544,42805,42077,43584,46065,48599,51236,53746,56744,59464,61674,65496,67202
"TOT Industry, total","All Denmark","Women","Employed","H30 Vocational Education and Training (VET)","60-64 years",27295,27491,27153,26496,25204,24630,24666,26368,28763,32301,36048,37920,40448,43816
"TOT Industry, total","All Denmark","Women","Employed","H30 Vocational Education and Training (VET)","65-69 years",6278,7085,7866,8523,8901,8957,9020,8780,8544,8246,8271,8237,9330,10537
"TOT Industry, total","All Denmark","Women","Employed","H40 Short cycle higher education","15-19 years",8,4,4,13,10,13,26,44,36,43,40,32,20,85
"TOT Industry, total","All Denmark","Women","Employed","H40 Short cycle higher education","20-24 years",1651,1492,1464,1469,1556,1691,1881,2200,2457,2471,2406,2142,2283,2574
"TOT Industry, total","All Denmark","Women","Employed","H40 Short cycle higher education","25-29 years",5543,5241,5018,4942,5099,5100,5155,5278,5745,6051,6441,6313,6767,7417
"TOT Industry, total","All Denmark","Women","Employed","H40 Short cycle higher education","30-34 years",8437,7983,7576,7182,6917,6764,6642,6744,6709,6809,6854,6602,6978,7540
"TOT Industry, total","All Denmark","Women","Employed","H40 Short cycle higher education","35-39 years",9351,9485,9437,9237,9084,8933,8678,8369,8153,7944,7636,7372,7627,7813
"TOT Industry, total","All Denmark","Women","Employed","H40 Short cycle higher education","40-44 years",7994,8255,8629,8948,9316,9711,9982,9920,9818,9680,9485,9070,8925,8811
"TOT Industry, total","All Denmark","Women","Employed","H40 Short cycle higher education","45-49 years",7299,7528,7778,7893,8009,8284,8635,9003,9410,9798,10111,10130,10256,10200
"TOT Industry, total","All Denmark","Women","Employed","H40 Short cycle higher education","50-54 years",6224,6386,6494,6728,7034,7292,7658,8001,8211,8324,8508,8668,9125,9574
"TOT Industry, total","All Denmark","Women","Employed","H40 Short cycle higher education","55-59 years",4539,4715,5068,5377,5703,6041,6237,6397,6707,7009,7224,7401,7900,8142
"TOT Industry, total","All Denmark","Women","Employed","H40 Short cycle higher education","60-64 years",2247,2315,2364,2486,2604,2783,3125,3562,3976,4442,4816,4955,5228,5645
"TOT Industry, total","All Denmark","Women","Employed","H40 Short cycle higher education","65-69 years",519,598,676,725,753,785,815,812,811,860,989,1116,1405,1685
"TOT Industry, total","All Denmark","Women","Employed","H50 Vocational bachelors educations","15-19 years",5,5,5,5,3,3,7,14,5,6,7,1,4,21
"TOT Industry, total","All Denmark","Women","Employed","H50 Vocational bachelors educations","20-24 years",2566,2710,2815,2902,3424,4072,4822,5105,4810,4644,4841,4130,4215,4620
"TOT Industry, total","All Denmark","Women","Employed","H50 Vocational bachelors educations","25-29 years",23060,22717,22380,22456,23365,25308,27805,29701,31501,33331,34725,34812,36354,37486
"TOT Industry, total","All Denmark","Women","Employed","H50 Vocational bachelors educations","30-34 years",35555,34712,33630,32795,31678,31247,31062,31796,32691,34189,36108,37844,40434,43938
"TOT Industry, total","All Denmark","Women","Employed","H50 Vocational bachelors educations","35-39 years",38657,39786,40016,39279,39202,38879,38102,37450,36933,36098,35442,35009,36121,37975
"TOT Industry, total","All Denmark","Women","Employed","H50 Vocational bachelors educations","40-44 years",38998,38598,38088,38681,39688,40831,42221,42801,41968,41951,41550,40629,40144,40162
"TOT Industry, total","All Denmark","Women","Employed","H50 Vocational bachelors educations","45-49 years",37892,38316,39194,39743,40166,40068,39793,39709,40425,41376,42410,43472,44274,43984
"TOT Industry, total","All Denmark","Women","Employed","H50 Vocational bachelors educations","50-54 years",36582,36323,35930,36072,36566,37449,38250,39454,40248,40534,40211,39827,40031,40905
"TOT Industry, total","All Denmark","Women","Employed","H50 Vocational bachelors educations","55-59 years",34752,35299,35564,35559,35306,34960,34950,34916,35246,35786,36408,37018,38524,39551
"TOT Industry, total","All Denmark","Women","Employed","H50 Vocational bachelors educations","60-64 years",15334,16345,17178,18146,19612,20666,21854,23347,24548,25878,26786,27045,27742,28923
"TOT Industry, total","All Denmark","Women","Employed","H50 Vocational bachelors educations","65-69 years",2908,3285,3684,4106,4401,4629,4954,5097,5422,5782,6535,6920,8313,9337
"TOT Industry, total","All Denmark","Women","Employed","H60 Bachelors programs","15-19 years",0,0,0,0,0,0,1,1,0,0,0,0,0,0
"TOT Industry, total","All Denmark","Women","Employed","H60 Bachelors programs","20-24 years",411,458,510,474,492,549,745,723,623,580,577,670,875,940
"TOT Industry, total","All Denmark","Women","Employed","H60 Bachelors programs","25-29 years",1710,1561,1479,1337,1352,1433,1592,1917,2125,2151,2236,2693,2858,3050
"TOT Industry, total","All Denmark","Women","Employed","H60 Bachelors programs","30-34 years",2724,2648,2698,2655,2527,2320,2208,2175,2199,2366,2547,2643,2995,3220
"TOT Industry, total","All Denmark","Women","Employed","H60 Bachelors programs","35-39 years",2672,2956,3038,3069,3093,3091,3081,3093,3012,2900,2700,2567,2532,2570
"TOT Industry, total","All Denmark","Women","Employed","H60 Bachelors programs","40-44 years",1868,2030,2113,2298,2545,2821,3142,3258,3278,3318,3277,3171,3210,3232
"TOT Industry, total","All Denmark","Women","Employed","H60 Bachelors programs","45-49 years",1301,1409,1540,1632,1797,1924,2073,2223,2433,2655,2910,3127,3273,3326
"TOT Industry, total","All Denmark","Women","Employed","H60 Bachelors programs","50-54 years",738,828,937,1070,1188,1332,1455,1560,1671,1867,1966,2063,2227,2429
"TOT Industry, total","All Denmark","Women","Employed","H60 Bachelors programs","55-59 years",582,596,617,651,682,754,828,943,1066,1168,1312,1394,1526,1664
"TOT Industry, total","All Denmark","Women","Employed","H60 Bachelors programs","60-64 years",364,408,404,414,435,450,481,506,540,562,653,735,862,973
"TOT Industry, total","All Denmark","Women","Employed","H60 Bachelors programs","65-69 years",129,149,162,165,174,193,202,218,218,235,224,223,233,294
"TOT Industry, total","All Denmark","Women","Employed","H70 Masters programs","15-19 years",1,1,0,0,0,0,1,2,0,1,0,0,1,3
"TOT Industry, total","All Denmark","Women","Employed","H70 Masters programs","20-24 years",222,246,283,324,344,357,438,735,903,1026,1034,835,1000,1029
"TOT Industry, total","All Denmark","Women","Employed","H70 Masters programs","25-29 years",9959,10161,10762,11492,12705,14210,16231,19368,21932,23829,25276,25924,28878,30348
"TOT Industry, total","All Denmark","Women","Employed","H70 Masters programs","30-34 years",19620,19963,20292,20932,21547,22479,24064,25791,28054,30411,32943,34789,38246,40929
"TOT Industry, total","All Denmark","Women","Employed","H70 Masters programs","35-39 years",18596,20021,20949,21516,22486,23000,23886,24683,25455,26100,27171,28035,30071,32704
"TOT Industry, total","All Denmark","Women","Employed","H70 Masters programs","40-44 years",14897,15668,16450,17475,18714,20346,22034,23266,23882,25046,25600,25871,26990,28146
"TOT Industry, total","All Denmark","Women","Employed","H70 Masters programs","45-49 years",10606,11511,12631,13919,15055,15946,16793,17673,18873,20222,21815,23384,24932,25842
"TOT Industry, total","All Denmark","Women","Employed","H70 Masters programs","50-54 years",8824,9181,9517,9882,10370,11258,12294,13532,14916,16035,16752,17385,18568,19972
"TOT Industry, total","All Denmark","Women","Employed","H70 Masters programs","55-59 years",7282,7696,8021,8334,8738,9046,9427,9808,10207,10775,11637,12505,13824,15200
"TOT Industry, total","All Denmark","Women","Employed","H70 Masters programs","60-64 years",4583,4887,5090,5357,5775,6082,6534,6953,7260,7638,7984,8298,8817,9316
"TOT Industry, total","All Denmark","Women","Employed","H70 Masters programs","65-69 years",1218,1495,1751,1955,2119,2217,2336,2435,2503,2649,2868,3204,3586,3976
"TOT Industry, total","All Denmark","Women","Employed","H80 PhD programs","15-19 years",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TOT Industry, total","All Denmark","Women","Employed","H80 PhD programs","20-24 years",17,14,8,18,16,15,16,9,9,8,6,10,17,43
"TOT Industry, total","All Denmark","Women","Employed","H80 PhD programs","25-29 years",131,147,175,196,232,255,276,321,299,247,214,227,254,285
"TOT Industry, total","All Denmark","Women","Employed","H80 PhD programs","30-34 years",710,812,927,1032,1212,1431,1630,1823,1858,1914,1802,1818,1893,2047
"TOT Industry, total","All Denmark","Women","Employed","H80 PhD programs","35-39 years",1331,1464,1578,1665,1834,2042,2252,2412,2690,2913,2971,3028,3173,3280
"TOT Industry, total","All Denmark","Women","Employed","H80 PhD programs","40-44 years",1340,1413,1529,1663,1764,1999,2205,2406,2491,2694,2809,2977,3144,3435
"TOT Industry, total","All Denmark","Women","Employed","H80 PhD programs","45-49 years",1036,1192,1275,1442,1514,1597,1681,1807,1954,2086,2296,2510,2749,2852
"TOT Industry, total","All Denmark","Women","Employed","H80 PhD programs","50-54 years",553,628,746,828,1000,1147,1316,1428,1571,1646,1683,1752,1899,2072
"TOT Industry, total","All Denmark","Women","Employed","H80 PhD programs","55-59 years",289,339,392,456,546,604,676,795,911,1070,1202,1365,1486,1617
"TOT Industry, total","All Denmark","Women","Employed","H80 PhD programs","60-64 years",152,172,192,211,235,286,325,389,450,532,594,655,775,892
"TOT Industry, total","All Denmark","Women","Employed","H80 PhD programs","65-69 years",34,50,58,79,90,98,123,122,144,170,189,217,274,313
"TOT Industry, total","All Denmark","Women","Unemployed","H10 Primary education","15-19 years",974,879,715,673,610,163,160,185,189,120,74,62,30,53
"TOT Industry, total","All Denmark","Women","Unemployed","H10 Primary education","20-24 years",2208,2256,1776,1733,1668,574,636,709,953,790,626,536,280,291
"TOT Industry, total","All Denmark","Women","Unemployed","H10 Primary education","25-29 years",1806,1862,1699,1717,1674,800,709,961,1274,1091,940,878,545,498
"TOT Industry, total","All Denmark","Women","Unemployed","H10 Primary education","30-34 years",1841,1895,1692,1788,1667,1465,1386,1456,1697,1513,1382,1331,803,755
"TOT Industry, total","All Denmark","Women","Unemployed","H10 Primary education","35-39 years",1845,1860,1819,1849,1654,1455,1326,1192,1290,1248,1053,1121,674,650
"TOT Industry, total","All Denmark","Women","Unemployed","H10 Primary education","40-44 years",1864,1791,1690,1755,1529,1364,1309,1143,1157,986,893,902,566,561
"TOT Industry, total","All Denmark","Women","Unemployed","H10 Primary education","45-49 years",1786,1753,1779,1868,1730,1406,1224,1082,1021,877,750,823,443,448
"TOT Industry, total","All Denmark","Women","Unemployed","H10 Primary education","50-54 years",1665,1699,1756,1836,1624,1468,1354,1127,1092,937,827,898,448,501
"TOT Industry, total","All Denmark","Women","Unemployed","H10 Primary education","55-59 years",1699,1884,2262,2473,1864,1792,1513,1171,1139,1057,946,1056,524,576
"TOT Industry, total","All Denmark","Women","Unemployed","H10 Primary education","60-64 years",303,369,388,508,513,701,813,779,912,863,948,1150,656,546
"TOT Industry, total","All Denmark","Women","Unemployed","H10 Primary education","65-69 years",1,0,0,1,0,0,2,0,0,0,34,84,114,130
